ID;SchoolCode;SchoolName;Address;City;StateCode;ZipCode;Province;Country;PostalCode
30121;011622;WELDER TRAINING & TESTING INST;729 E HIGHLAND STREET;ALLENTOWN;PA;18109;;;
30122;011626;WESTWOOD COLLEGE - SOUTH BAY;19700 SOUTH VERMONT AVENUE;TORRANCE;CA;90502;;;
30123;011631;D-JAY'S SCHL OF BEAUTY, ARTS & SCI;5131 GOVERNMENT ST;BATON ROUGE;LA;70806;;;
30124;011644;UNIV OF MARYLAND UNIVERSITY COLLEGE;3501 UNIVERSITY BOULEVARD EAST;ADELPHI;MD;20783;;;
30125;011647;SBI CAMPUS - AN AFFILIATE OF SANFORD-BRO;320 SOUTH SERVICE ROAD;MELVILLE;NY;11747;;;
30126;011648;THOMAS EDISON STATE COLLEGE;101 WEST STATE STREET;TRENTON;NJ;08608;;;
30127;011670;YESHIVA OF NITRA RABBINICAL COLLEGE -;PINES BRIDGE ROAD;MOUNT KISCO;NY;10549;;;
30128;011672;MENDOCINO COLLEGE;1000 HENSLEY CREEK ROAD;UKIAH;CA;95482;;;
30129;011673;MAINE COLLEGE OF ART;522 CONGRESS STREET;PORTLAND;ME;04101;;;
30130;011677;MEMORIAL SLOAN KETTERING CANCER CTR;1275 YORK AVENUE BOX 22;NEW YORK;NY;10021;;;
30131;011678;SUNY POLYTECHNIC INSTITUTE;100 SEYMOUR ROAD;UTICA;NY;13502;;;
30132;011686;RASMUSSEN COLLEGE - BLOOMINGTON;4400 WEST 78TH STREET;BLOOMINGTON;MN;55435;;;
30133;011697;VINAL REGIONAL VOC TECH SCHOOL;60 DANIELS STREET;MIDDLETOWN;CT;06457;;;
30134;011707;NORTH-WEST COLLEGE;2121 W GARVEY AVENUE;WEST COVINA;CA;91790;;;
30135;011711;UNIVERSITY OF HOUSTON-CLEAR LAKE;2700 BAY AREA BOULEVARD;HOUSTON;TX;77058;;;
30136;011715;SCHUYLKILL HEALTH SCHOOL OF NURSING;WASHINGTON & JACKSON STREETS;POTTSVILLE;PA;17901;;;
30137;011718;UNIVERSIDAD DEL ESTE;CALLE PRIN SABANA;CAROLINA;PR;00984;;;
30138;011719;UNIVERSIDAD DEL TURABO;P.O. BOX 3030 UNIV. STATION;GURABO;PR;00778;;;
30139;011727;DELAWARE TECHNICAL COMMUNITY COLLEGE;FINANCIAL AID OFFICE;DOVER;DE;19901;;;
30140;011730;COLG OF MARIN-INDIAN VALLEY CMPS;1800 IGNACIO BLVD;NOVATO;CA;94949;;;
30141;011744;NATIONAL BEAUTY COLLEGE;1308 S MAIN ST;NORTH CANTON;OH;44720;;;
30142;011745;OHIO TECHNICAL COLLEGE;1374 EAST 51ST STREET;CLEVELAND;OH;44103;;;
30143;011749;WOOD COUNTY SCH OF PRAC NURSING;1515 BLIZZARD DRIVE;PARKERSBURG;WV;26101;;;
30144;011799;PAUL MITCHELL THE SCHOOL FAYETTEVILLE;222 TALLYWOOD SHOPPING CENTER;FAYETTEVILLE;NC;28303;;;
30145;011810;TAYLOR BUSINESS INSTITUTE;318 WEST ADAMS STREET;CHICAGO;IL;60606;;;
30146;011821;YESHIVATH ZICHRON MOSHE;PO BOX 580 LAUREL PARK RD;SOUTH FALLSBURG;NY;12779;;;
30147;011824;WISCONSIN INDIANHEAD TECH CLG WITC;505 PINE RIDGE DRIVE;SHELL LAKE;WI;54871;;;
30148;011830;BERK TRADE AND BUSINESS SCHOOL;33-09 QUEENS BOULEVARD;LONG ISLAND CITY;NY;11101;;;
30149;011841;JOHN JAY BEAUTY COLLEGE;540 ROBERT E LEE BLVD;NEW ORLEANS;LA;70124;;;
30150;011843;NORWICH TECHNICAL HIGH SCHOOL;590 NEW LONDON TURNPIKE;NORWICH;CT;06360;;;
30151;011852;ITT TECHNICAL INSTITUTE;9500 NORTHEAST CASCADES PARKWAY;PORTLAND;OR;97220;;;
30152;011859;WORD OF LIFE BIBLE INSTITUTE;4200 GLENDALE ROAD;POTTERSVILLE;NY;12860;;;
30153;011860;MERCY MED CNTR SCHL OF RADIOGRAPHY;1000 NORTH VILLAGE AVENUE;ROCKVILLE CENTRE;NY;11570;;;
30154;011862;NORTHLAND PIONEER COLLEGE;PO BOX 610;HOLBROOK;AZ;86025;;;
30155;011864;MOHAVE COMMUNITY COLLEGE;1971 JAGERSON AVENUE;KINGMAN;AZ;86409;;;
30156;011865;CALIFORNIA HAIR DESIGN ACADEMY;5315 EL CAJON BLVD;SAN DIEGO;CA;92115;;;
30157;011866;LU ROSS ACADEMY;470 EAST THOMPSON BOULEVARD;VENTURA;CA;93001;;;
30158;011919;BEAVER FALLS BEAUTY ACADEMY;720 13TH STREET;BEAVER FALLS;PA;15010;;;
30159;011921;WESTCHESTER SCH OF BEAUTY CULTURE;6 GRAMATAN AVENUE;MOUNT VERNON;NY;10550;;;
30160;011922;BETH HATALMUD RABBINICAL CLG;2127-82ND STREET;BROOKLYN;NY;11214;;;
30161;011926;LEON'S BEAUTY SCHOOL;1305 COLISEUM BLVD.;GREENSBORO;NC;27403;;;
30162;011930;ROXBURY COMMUNITY COLLEGE;1234 COLUMBUS AVE;ROXBURY;MA;02120;;;
30163;011940;ICPR JUNIOR COLLEGE;558 MUNOZ RIVERA AVE BX 190304;SAN JUAN;PR;00919;;;
30164;011941;AMERICAN UNIVERSITY OF PUERTO RICO;HATO TEJAS ROAD 2 KM 14;BAYAMON;PR;00960;;;
30165;011948;BLACK RIVER TECHNICAL COLLEGE;BOX 468;POCAHONTAS;AR;72455;;;
30166;011969;DORSEY SCHOOL OF BUSINESS;31542 GRATIOT AVE;ROSEVILLE;MI;48066;;;
30167;011974;CHILLICOTHE BEAUTY ACADEMY;505 ELM ST;CHILLICOTHE;MO;64601;;;
30168;011984;OHR HAMEIR THEOLOGICAL SEMINARY;FURNACE WOODS RD;PEEKSKILL;NY;10566;;;
30169;011989;TALMUDICAL ACADEMY;ROUTE 524 - ADELPHIA RD POB 7;ADELPHIA;NJ;07710;;;
30170;011997;YESHIVA KARLIN STOLIN RAB INSTITUTE;1818-54TH STREET;BROOKLYN;NY;11204;;;
30171;012011;TALMUDICAL SEM OHOLEI TORAH;667 EASTERN PARKWAY;BROOKLYN;NY;11213;;;
30172;012015;AUSTIN COMMUNITY COLLEGE;5930 MIDDLE FISKVILLE RD;AUSTIN;TX;78752;;;
30173;012020;VICTORIA BEAUTY COLLEGE;1508 N. LAURENT;VICTORIA;TX;77901;;;
30174;012026;BELLUS ACADEMY;1073 EAST MAIN STREET;EL CAJON;CA;92021;;;
30175;012031;SAN DIEGO CHRISTIAN COLLEGE;2100 GREENFIELD DR;EL CAJON;CA;92019;;;
30176;012033;BOSSIER PARISH COMMUNITY COLLEGE;6220 EAST TEXAS;BOSSIER CITY;LA;71111;;;
30177;012042;MANSFIELD BEAUTY SCHOOLS;200 PARKINGWAY;QUINCY;MA;02169;;;
30178;012050;ROSEDALE TECHNICAL INSTITUTE;215 BEECHAM  DRIVE;PITTSBURGH;PA;15205;;;
30179;012051;PRO WAY HAIR SCHOOL;5684 MEMORIAL DRIVE;STONE MOUNTAIN;GA;30083;;;
30180;012059;TRINITY BIBLE COLLEGE;50 - 6TH AVENUE SOUTH;ELLENDALE;ND;58436;;;
30181;012064;HAMILTON TECHNICAL COLLEGE;1011 E 53RD ST;DAVENPORT;IA;52807;;;
30182;012068;MANSFIELD BEAUTY SCHOOL;266 BRIDGE ST;SPRINGFIELD;MA;01103;;;
30183;012088;SULLIVAN COLLEGE OF TECHNOLOGY AND DESIG;3901 ATKINSON SQUARE DRIVE;LOUISVILLE;KY;40218;;;
30184;012090;ROBERT FIANCE BEAUTY SCHOOLS;312 STATE STREET;PERTH AMBOY;NJ;08861;;;
30185;012092;KENNETH SHULER SCHOOL OF COSMETOLOGY;2383 CHERRY ROAD;ROCK HILL;SC;29732;;;
30186;012105;NATIONAL PARK COMMUNITY COLLEGE;101 COLLEGE DR;HOT SPRINGS;AR;71913;;;
30187;012123;UNIVERSITY OF PUERTO RICO, AGUADILLA REG;CALLE NORTH EAST;AGUADILLA;PR;00604;;;
30188;012154;CALIFORNIA INSTITUTE OF INTEGRAL STUDIES;1453 MISSION STREET;SAN FRANCISCO;CA;94103;;;
30189;012164;TENNESSEE COLLEGE OF APPLIED TECHNOLOGY;127 INDUSTRIAL DRIVE;RIPLEY;TN;38063;;;
30190;012165;ATLANTA METROPOLITAN COLLEGE;1630 STEWART AVE SW;ATLANTA;GA;30310;;;
30191;012166;CAROUSEL BEAUTY COLLEGE;125 E. SECOND STREET;DAYTON;OH;45402;;;
30192;012178;MBTI BUSINESS TRNG INSTITUTE;1256 PONCE DE LEON AVENUE;SAN JUAN;PR;00907;;;
30193;012182;CHATTAHOOCHEE VALLEY CMTY CLG;2602 COLLEGE DRIVE;PHENIX CITY;AL;36869;;;
30194;012187;BLACKSTONE VALLEY VOCATIONAL REGIONAL SC;65 PLEASANT STREET;UPTON;MA;01568;;;
30195;012203;MEMORIAL HOSPITAL SCH OF NURSING;600 NORTHERN BLVD;ALBANY;NY;12204;;;
30196;012248;CENTRAL SCHOOL OF PRACTICAL NURSING;4700 ROCKSIDE ROAD, SUITE 250;INDEPENDENCE;OH;44131;;;
30197;012259;BATES TECHNICAL COLLEGE;1101 SOUTH YAKIMA AVENUE;TACOMA;WA;98405;;;
30198;012260;EAST ARKANSAS COMMUNITY COLLEGE;1700 NEWCASTLE ROAD;FORREST CITY;AR;72335;;;
30199;012261;NORTH ARKANSAS COLLEGE;1515 PIONEER DRIVE;HARRISON;AR;72601;;;
30200;012263;ATLANTIC TECHNICAL CENTER;4700 COCONUT CREEK PARKWAY;COCONUT CREEK;FL;33063;;;
30201;012267;FORTIS COLLEGE;555 EAST ALEX BELL ROAD;CENTERVILLE;OH;45459;;;
30202;012268;BALDWIN BEAUTY SCHOOL #5;3005 S LAMAR #103 D-109;AUSTIN;TX;78704;;;
30203;012272;MOORE-NORMAN TECHNOLOGY CENTER;4701 12TH AVENUE NW;NORMAN;OK;73069;;;
30204;012277;NEW YORK CHIROPRACTIC COLLEGE;2360 ROUTE 89 BOX 800;SENECA FALLS;NY;13148;;;
30205;012291;WRIGHT BEAUTY ACADEMY;492 CAPITAL SW;BATTLE CREEK;MI;49015;;;
30206;012293;VEEB NASSAU CNTY SCHL OF PRACT NURS;899-A JERUSALEM AVENUE;UNIONDALE;NY;11553;;;
30207;012295;JZ TREND ACADEMY PAUL MITCHELL PARTNER S;124 NORTH 4TH ST;BISMARCK;ND;58501;;;
30208;012297;LAREDO BEAUTY COLLEGE;3020 N. MEADOW AVENUE;LAREDO;TX;78040;;;
30209;012300;PALMER COLLEGE OF CHIROPRACTIC;1000 BRADY STREET;DAVENPORT;IA;52803;;;
30210;012309;UNIVERSITY OF WESTERN STATES;2900 NE 132ND AVE;PORTLAND;OR;97230;;;
30211;012314;TRINITY INTERNATIONAL UNIVERSITY - SOUTH;8190 W STATE ROAD 84;DAVIE;FL;33324;;;
30212;012315;CORNISH COLLEGE OF THE ARTS;1000 LENORA STREET;SEATTLE;WA;98121;;;
30213;012328;NORTHWESTERN HEALTH SCIENCES UNIV;2501 WEST 84TH STREET;BLOOMINGTON;MN;55431;;;
30214;012347;PHAGANS CENTRAL OREGON BEAUTY CLG;1310 NE CUSHING DRIVE;BEND;OR;97701;;;
30215;012348;PHAGANS BEAUTY COLLEGE;1565 SW 53RD STREET;CORVALLIS;OR;97333;;;
30216;012350;PHAGANS SCHOOL OF HAIR DESIGN;12000 SE 82ND AVENUE K217;HAPPY VALLEY;OR;97086;;;
30217;012351;PHAGANS SCHOOL OF BEAUTY;622 LANCASTER NE;SALEM;OR;97301;;;
30218;012358;PLAZA COLLEGE;74-09 37TH AVENUE;JACKSON HEIGHTS;NY;11372;;;
30219;012359;B M SPURR SCHOOL OF PRAC NURSING;800 WHEELING AVENUE;GLEN DALE;WV;26038;;;
30220;012362;NORTHWESTERN COLLEGE;4829 N LIPPS AVE;CHICAGO;IL;60630;;;
30221;012364;SAINT VINCENTS CATHOLIC MEDICAL CENTERS;30-50 WHITESTONE EXPRESSWAY;FLUSHING;NY;11354;;;
30222;012385;BLOOMINGTON-NORMAL SCH RADIOGRAPHY;900 FRANKLIN AVE;NORMAL;IL;61761;;;
30223;012386;SOUTHEASTERN TECHNICAL INSTITUTE;250 FOUNDRY STREET;SOUTH EASTON;MA;02375;;;
30224;012387;OTSEGO AREA SCHOOL OF PRAC NURSING;FRANK W. CYR CENTER;STAMFORD;NY;12167;;;
30225;012407;SCHUYLER-CHEMUNG-TIOGA BOCES;459 PHILO ROAD;ELMIRA;NY;14903;;;
30226;012425;STONE ACADEMY;560 SAW MILL ROAD;WEST HAVEN;CT;06516;;;
30227;012432;COSSATOT COMMUNITY COLLEGE;183 COLLEGE DRIVE;DE QUEEN;AR;71832;;;
30228;012435;RICH MOUNTAIN COMMUNITY COLLEGE;1100 COLLEGE DRIVE;MENA;AR;71953;;;
30229;012446;UNIVERSAL COLLEGE OF BEAUTY;8619 S. VERMONT AVENUE;LOS ANGELES;CA;90044;;;
30230;012452;EVERGREEN VALLEY COLLEGE;3095 YERBA BUENA ROAD;SAN JOSE;CA;95135;;;
30231;012461;LINCOLN TECHNICAL INSTITUTE;1697 OAK TREE ROAD;EDISON;NJ;08820;;;
30232;012462;HOHOKUS - HACKENSACK SCHOOL OF BUSINESS;66 MOORE STREET;HACKENSACK;NJ;07601;;;
30233;012470;BRYANT & STRATTON COLLEGE - GREECE;150 BELLWOOD DRIVE;ROCHESTER;NY;14606;;;
30234;012473;NORTHEAST TECHNOLOGY CENTER;483 AIRPORT ROAD;PRYOR;OK;74361;;;
30235;012474;MERIDIAN TECHNOLOGY CENTER;1312 SOUTH SANGRE ROAD;STILLWATER;OK;74074;;;
30236;012482;ATI TECHNICAL TRAINING CENTER;6627 MAPLE AVE;DALLAS;TX;75235;;;
30237;012483;COSMETOLOGY CAREER CENTER-A PAUL MITCHEL;2389 MIDWAY ROAD SUITE A;CARROLLTON;TX;75006;;;
30238;012500;RANKEN TECHNICAL COLLEGE;4431 FINNEY;ST LOUIS;MO;63113;;;
30239;012522;HACIENDA LA PUENTE ADULT EDUC CTR;14101 E NELSEN AVE-WILLOW CMPS;LA PUENTE;CA;91746;;;
30240;012523;TALMUDICAL YESHIVA OF PHILA;6063 DREXEL ROAD;PHILADELPHIA;PA;19131;;;
30241;012525;CARIBBEAN UNIVERSITY;ROAD 167 KM 21.2  PO BOX 493;BAYAMON;PR;00960;;;
30242;012544;FIRST COAST TECHNICAL COLLEGE;2980 COLLINS AVE;ST. AUGUSTINE;FL;32084;;;
30243;012550;LOS ANGELES MISSION COLLEGE;13356 ELDRIDGE AVE;SYLMAR;CA;91342;;;
30244;012557;ERIE 1 BOCES;355 HARLEM ROAD;WEST SENECA;NY;14224;;;
30245;012561;FIVE TOWNS COLLEGE;305 N SERVICE RD;DIX HILLS;NY;11746;;;
30246;012572;TULSA COUNTY AREA VOC TECH SCHOOL;3420 SOUTH MEMORIAL BLVD;TULSA;OK;74145;;;
30247;012573;WEST VIRGINIA UNIV-HOSP-RAD TECH;PO BOX 8062;MORGANTOWN;WV;26506;;;
30248;012574;RINGLING SCHOOL OF ART AND DESIGN;2700 N TAMIAMI TRAIL;SARASOTA;FL;34234;;;
30249;012580;ST LOUIS CHRISTIAN COLLEGE;1360 GRANDVIEW DRIVE;FLORISSANT;MO;63033;;;
30250;012584;ILLINOIS INSTITUTE OF ART (THE);350 N ORLEANS STREET  STE 136-L;CHICAGO;IL;60654;;;
30251;012606;EMPIRE BEAUTY SCHOOL;396 POTTSVILLE - ST. CLAIRE HIGHWAY;POTTSVILLE;PA;17901;;;
30252;012627;METROPLEX BEAUTY SCHOOL;519 NORTH GALLOWAY;MESQUITE;TX;75149;;;
30253;012634;NORTHEAST IOWA COMMUNITY COLLEGE;10250 SUNDOWN RD;PEOSTA;IA;52068;;;
30254;012650;MARINELLO SCHOOL OF BEAUTY;200 NORTH SAN FERNANDO BOULEVARD;BURBANK;CA;91502;;;
30255;012651;MARINELLO SCHOOL OF BEAUTY - CITY OF IND;1600 SOUTH AZUSA AVENUE;CITY OF INDUSTRY;CA;91748;;;
30256;012652;ONONDAGA CORTLAND MADISON BOCES;4500 CROWN RD;LIVERPOOL;NY;13090;;;
30257;012670;BEL-REA INST OF ANIMAL TECH;1681 SOUTH DAYTON STREET;DENVER;CO;80247;;;
30258;012672;CAROUSEL BEAUTY COLLEGE;633 S BREIEL BLVD;MIDDLETOWN;OH;45044;;;
30259;012674;CAROUSEL BEAUTY COLLEGE - OF MIAMI VALLE;7809 WAYNETOWNE BOULEVARD;HUBER HEIGHTS;OH;45424;;;
30260;012693;PELLISSIPPI STATE COMMUNITY COLLEGE;10915 HARDIN VLY RD;KNOXVILLE;TN;37933;;;
30261;012723;KY TECH-WAYNE COUNTY AREA TECH CTR;150 CARDINAL WAY;MONTICELLO;KY;42633;;;
30262;012744;SOUTHSIDE REGIONAL MED CTR PROF SCHOOLS;737 SOUTH SYCAMORE STREET;PETERSBURG;VA;23803;;;
30263;012750;EDISON COMMUNITY COLLEGE;1973 EDISON DRIVE;PIQUA;OH;45356;;;
30264;012783;OSWEGO COUNTY BOCES ADULT CAREERS;179 COUNTY RT 64;MEXICO;NY;13114;;;
30265;012813;JOHN WOOD COMMUNITY COLLEGE;1301 SOUTH 48TH STREET;QUINCY;IL;62305;;;
30266;012823;PAT GOINS RUSTON BEAUTY SCHOOL;213 W. ALABAMA AVE;RUSTON;LA;71270;;;
30267;012838;LAURA AND ALVIN SIEGAL COLLEGE OF JUDAIC;26500 SHAKER BOULEVARD;BEACHWOOD;OH;44122;;;
30268;012848;MOLER-HOLLYWOOD BEAUTY COLLEGE;130 E 6TH STREET;CINCINNATI;OH;45202;;;
30269;012850;INTERNATIONAL SALON AND SPA ACADEMY;5707 NORTH ACADEMY BOULEVARD;COLORADO SPRINGS;CO;80918;;;
30270;012860;ARKANSAS NORTHEASTERN COLLEGE;POST OFFICE BOX 1109;BLYTHEVILLE;AR;72316;;;
30271;012870;SOUTHERN STATE COMMUNITY COLLEGE;200 HOBART DRIVE;HILLSBORO;OH;45133;;;
30272;012872;NORTH-WEST COLLEGE;134 W. HOLT AVENUE;POMONA;CA;91768;;;
30273;012874;CITY COLLEGE OF SAN FRANCISCO;50 PHELAN AVENUE;SAN FRANCISCO;CA;94112;;;
30274;012875;PICKENS TECHNICAL COLLEGE;500 AIRPORT BLVD;AURORA;CO;80011;;;
30275;012879;PAT GOINS BENTON ROAD BEAUTY SCHOOL;1701 OLD MINDEN RD STE 36;BOSSIER CITY;LA;71111;;;
30276;012880;CELEBRITY STYLIST BEAUTY SCHOOL;3138 LOUISVILLE AVENUE;MONROE;LA;71201;;;
30277;012881;MONTACHUSETT REG VOC TECH SCH;1050 WESTMINISTER ST  ROUTE 2A;FITCHBURG;MA;01420;;;
30278;012891;ANTONELLI COLLEGE;124 EAST SEVENTH STREET;CINCINNATI;OH;45202;;;
30279;012896;VIRGINIA MARTI COLLEGE OF ART AND DESIGN;11724 DETROIT AVE PO BOX 778;LAKEWOOD;OH;44107;;;
30280;012904;MONONGALIA CNTY TECH ED CTR;1000 MISSISSIPPI STREET;MORGANTOWN;WV;26501;;;
30281;012907;LAKE TAHOE COMMUNITY COLLEGE;ONE COLLEGE DRIVE;SOUTH LAKE TAHOE;CA;96150;;;
30282;012911;MARINELLO SCHOOL OF BEAUTY - HUNTINGTON;19022 BROOKHURST STREET;HUNTINGTON BEACH;CA;92646;;;
30283;012929;SOUTH HILLS BEAUTY ACADEMY;3269 WEST LIBERTY AVENUE;PITTSBURGH;PA;15216;;;
30284;012930;CHARLES & SUE'S SCH OF HAIR DESIGN;1711 BRIARCREST DRIVE;BRYAN;TX;77801;;;
30285;012932;TINT SCHOOL OF MAKEUP & COSMETOLOGY;2716 WEST IRVING BOULEVARD;IRVING;TX;75061;;;
30286;012942;ROSEMEAD BEAUTY SCHOOL;8531 E. VALLEY BOULEVARD;ROSEMEAD;CA;91770;;;
30287;012948;ROB ROY ACADEMY;260 S MAIN ST;FALL RIVER;MA;02721;;;
30288;012954;HUDSON COUNTY COMMUNITY COLLEGE;70 SIP AVENUE;JERSEY CITY;NJ;07306;;;
30289;012967;MID-EAST CAREER & TECH CENTERS-ADULT ED;MID-EAST CAREER AND TECHNOLOGY CENT;ZANESVILLE;OH;43701;;;
30290;012976;NEBRASKA CHRISTIAN COLLEGE;12550 S 114TH ST;PAPILLION;NE;68046;;;
30291;012983;TESST COLLEGE OF TECHNOLOGY;4600 POWDER MILL RD;BELTSVILLE;MD;20705;;;
30292;012984;PROFESSIONAL INSTITUTE OF BEAUTY;10801 VALLEY MALL;EL MONTE;CA;91731;;;
30293;012989;OCEANSIDE COLLEGE OF BEAUTY;1575 SOUTH COAST HIGHWAY;OCEANSIDE;CA;92054;;;
30294;013000;LAKE TECHNICAL CENTER;2001 KURT ST;EUSTIS;FL;32726;;;
30295;013001;BAPTIST COLLEGE OF FLORIDA (THE);5400 COLLEGE DRIVE;GRACEVILLE;FL;32440;;;
30296;013003;NEILSON BEAUTY COLLEGE;416 W. JEFFERSON;DALLAS;TX;75208;;;
30297;013005;OLYMPIAN UNIVERSITY OF COSMETOLOGY;1011 EAST TENTH STREET, SUITE B;ALAMOGORDO;NM;88310;;;
30298;013006;LA' JAMES INTERNATIONAL COLLEGE-CF;6322 UNIVERSITY AVE;CEDAR FALLS;IA;50613;;;
30299;013007;NAZARENE BIBLE COLLEGE;1111 ACADEMY PARK LOOP;COLORADO SPRINGS;CO;80910;;;
30300;013010;LANCASTER BEAUTY SCHOOL;44646 NORTH 10TH STREET WEST;LANCASTER;CA;93534;;;
30301;013016;OGLE SCHOOL HAIR SKIN NAILS;2200 WEST PARK ROW DRIVE;ARLINGTON;TX;76013;;;
30302;013021;UNIVERSIDAD DEL NORESTE, A.C.;PROLONGACION AVENIDA HIDALGO 6315;TAMPICO;MX;00000;TAMAULIPAS;MEXICO;89337-00
30303;013022;CITY UNIVERSITY OF SEATTLE;521 WALL STREET;SEATTLE;WA;98121;;;
30304;013026;MACHZIKEI HADATH RABBINICAL COLLEGE;5407 16TH AVE;BROOKLYN;NY;11204;;;
30305;013027;YESHIVATH VIZNITZ;15 ELYOM ROAD;MONSEY;NY;10952;;;
30306;013029;BORICUA COLLEGE;3755 BROADWAY;NEW YORK;NY;10032;;;
30307;013039;SOUTH UNIVERSITY;709 MALL BLVD;SAVANNAH;GA;31406;;;
30308;013040;NORTHWOOD UNIVERSITY;1114 WEST FM 1382;CEDAR HILL;TX;75104;;;
30309;013074;AMERICAN BEAUTY COLLEGE;646 S. SUNSET AVENUE;WEST COVINA;CA;91790;;;
30310;013088;CAPRI OAK FOREST COLLEGE OF BEAUTY;15815 ROB ROY DR;OAK FOREST;IL;60452;;;
30311;013095;SALON SUCCESS ACADEMY;107 MCKINLEY STE 109;CORONA;CA;92879;;;
30312;013124;ROXBOROUGH MEM HOSP SCH OF NURSING;5800 RIDGE AVENUE;PHILADELPHIA;PA;19128;;;
30313;013129;HOHOKUS SCHOOL - RETS/NUTLEY;103 PARK AVENUE;NUTLEY;NJ;07110;;;
30314;013130;PHAGANS TIGARD BEAUTY SCHOOL;8820 SW CENTER STREET;TIGARD;OR;97223;;;
30315;013132;INTERNATIONAL CLG OF BROADCASTING;6 SOUTH SMITHVILLE ROAD;DAYTON;OH;45431;;;
30316;013134;YESHIVATH BETH MOSHE;930 HICKORY STREET;SCRANTON;PA;18505;;;
30317;013189;CONTINENTAL ACADEMIE OF HAIR DESIGN;102 DERRY STREET PO BOX 370;HUDSON;NH;03051;;;
30318;013204;SUFFOLK COMMUNITY CLG-W. CAMPUS;CROOKED HILL ROAD;BRENTWOOD;NY;11717;;;
30319;013208;BAPTIST BIBLE COLLEGE;628 EAST KEARNEY;SPRINGFIELD;MO;65803;;;
30320;013217;OZARKA COLLEGE;218 COLLEGE DRIVE;MELBOURNE;AR;72556;;;
30321;013218;M J MURPHY BTY CLG MT PLEASANT;201 W BROADWAY;MOUNT PLEASANT;MI;48858;;;
30322;013231;UNIVERSITY OF HOUSTON-VICTORIA;3007 N BEN WILSON;VICTORIA;TX;77901;;;
30323;013232;ACADEMY OF HAIR DESIGN;5191 W. CHARLESTON BLVD #146;LAS VEGAS;NV;89146;;;
30324;013234;LORENZO WALKER INST OF TECHNOLOGY;3702 ESTEY AVENUE;NAPLES;FL;34104;;;
30325;013243;SIKESTON CAREER AND TECHNOLOGY CTR;1002 VIRGINIA ST;SIKESTON;MO;63801;;;
30326;013244;PNW BOCES LPN PROGRAM;200 BOCES DRIVE;YORKTOWN HEIGHTS;NY;10598;;;
30327;013263;SOUTH HILLS SCHOOL OF BUSINESS & TECHNOL;480 WAUPELANI DRIVE;STATE COLLEGE;PA;16801;;;
30328;013500;MARINELLO SCHOOL OF BEAUTY;955 MONRONE STREET;SANTA CLARE;CA;95050;;;
30329;013505;ACADEMY COLLEGE;1101 EAST 78TH STREET;BLOOMINGTON;MN;55420;;;
30330;013509;OHIO STATE SCH COSMETOLOGY;6077 GENDER ROAD;CANAL WINCHESTER;OH;43110;;;
30331;013513;COLORADO SCHOOL OF TRADES;1575 HOYT STREET;LAKEWOOD;CO;80215;;;
30332;013514;ELI WHITNEY TECHNICAL HIGH SCHOOL;71 JONES ROAD;HAMDEN;CT;06514;;;
30333;013517;COLUMBIA CENTRO UNIVERSITARIO;PO BOX 8517 CARRETERA 183 KM 1.7;CAGUAS;PR;00726;;;
30334;013519;PENTA COUNTY JOINT VOCATIONAL SCH;9301 BUCK ROAD;PERRYSBURG;OH;43551;;;
30335;013529;FOUR RIVERS CAREER CENTER;1978 IMAGE DRIVE;WASHINGTON;MO;63090;;;
30336;013530;AUTRY TECHNOLOGY CENTER;1201 WEST WILLOW;ENID;OK;73703;;;
30337;013531;WM R MOORE COLLEGE OF TECHNOLOGY;1200 POPLAR;MEMPHIS;TN;38104;;;
30338;013536;COASTLINE COMMUNITY COLLEGE;11460 WARNER AVE;FOUNTAIN VALLEY;CA;92708;;;
30339;013542;BROCKTON HOSPITAL SCH OF NURSING;680 CENTRE STREET;BROCKTON;MA;02302;;;
30340;013549;THOMAS JEFF UNIV-CLG ALLIED HEALTH;1025 WALNUT ST RM G-1 COLLEGE;PHILADELPHIA;PA;19107;;;
30341;013557;FREDRICK & CHARLES BEAUTY COLLEGE;831 F STREET;EUREKA;CA;95501;;;
30342;013558;PORTSMOUTH BTY SCH OF HAIR DESIGN;140 CONGRESS STREET;PORTSMOUTH;NH;03801;;;
30343;013562;KAPLAN COLLEGE;2800 EAST RIVER ROAD;DAYTON;OH;45439;;;
30344;013568;FRANKLIN TECHNOLOGY CENTER;3950 E NEWMAN ROAD;JOPLIN;MO;64801;;;
30345;013580;L. E. FLETCHER TECHNICAL COMMUNITY COLLE;310 SAINT CHARLES STREET;HOUMA;LA;70360;;;
30346;013583;CROWLEYS RIDGE TECHNICAL INSTITUTE;1620 NEWCASTLE ROAD;FORREST CITY;AR;72336;;;
30347;013585;TRUMBULL BUSINESS COLLEGE;3200 RIDGE ROAD;WARREN;OH;44484;;;
30348;013587;EDP COLLEGE OF PUERTO RICO;560 PONCE DE LEON AVENUE;HATO REY;PR;00919;;;
30349;013590;ROMAN ACADEMY OF BEAUTY CULTURE;431 LAFAYETTE AVENUE;HAWTHORNE;NJ;07506;;;
30350;013591;HASTINGS BEAUTY SCHOOL;221 EAST 2ND STREET;HASTINGS;MN;55033;;;
30351;013598;MARINELLO SCHOOL OF BEAUTY;23635 EL TORO RD STE K;LAKE FOREST;CA;92630;;;
30352;013601;HARRINGTON COLLEGE OF DESIGN;200 WEST MADISON, SUITE 200;CHICAGO;IL;60606;;;
